recommendationid,brevity
49582731,138
47711083,65
84383438,209
39970839,22
50325639,20
50360177,65
50612064,120
40262446,34
39847650,36
48103832,22
47533030,33
60529816,12
47350065,13
125506310,45
49638222,22
55701094,22
47969571,2
82037067,2
64515367,62
47838195,4
51467950,38
48595600,9
48411927,24
134354351,12
55505221,287
63847353,6
48631027,114
48443337,8
50751730,417
153242927,38
47642909,201
48581539,16
52726343,37
61104384,71
55053803,4
71221139,13
47931332,3
143560257,7
47809031,40
55648325,58
39823587,146
128475195,6
40427204,132
47306646,11
61660612,4
48387853,79
48450893,51
47635952,24
40199848,155
55843573,70
89087275,2
49705801,80
50230155,80
115525853,20
133179008,13
51430973,22
42594965,29
40401043,94
55330438,14
49069802,38
90661801,9
46667562,55
47717050,52
50532363,172
47741355,6
73851663,9
106119598,4
152814288,48
53631055,352
49758219,112
50750246,17
50627816,109
47662083,35
51050079,95
48586326,6
47920891,158
72813164,80
78734811,26
59885490,94
47951467,1
47748456,1
49595770,67
49803389,12
50613550,95
40558610,180
57073451,466
115717593,56
46699199,25
50559119,64
39880515,98
127897377,92
47755059,19
62670414,31
50510210,10
47307845,8
47608784,7
50380996,127
50987030,138
40174731,75
45758307,11
48010513,33
48286037,101
112741366,26
47752345,110
84746412,33
47523860,83
39770745,12
60204445,15
47404318,29
39829361,49
44376716,52
72323275,4
50119645,24
39856954,64
58549981,2
49776214,46
45074626,18
47754501,20
102909304,1
49445257,33
86357970,56
47401745,33
41200751,61
115661291,42
39825595,35
153413654,40
72265306,59
138270923,1
47857966,5
47669306,26
47663074,179
135456110,5
45039643,15
47790328,217
42557887,466
51447734,245
50485040,90
52352289,46
39782191,13
49668744,10
49566566,38
47951075,43
50463309,33
48595177,58
156335935,11
44722785,17
48407210,44
69290505,23
45441879,21
65639825,145
57616042,58
54863239,70
55171362,54
65185226,102
70911340,19
54773570,64
142525673,22
49843263,2
44143233,166
44038449,2
40404812,171
40477896,418
48038106,107
135651471,5
59538512,26
40417859,115
86631665,155
50577945,42
138813525,7
153713015,1
95698899,100
71559983,71
61651075,112
50577408,20
82166235,62
89988794,3
57867115,15
55256899,1
125563839,7
58163641,67
76278614,38
71446181,201
61683570,30
54122059,117
105857352,50
86490194,24
71632183,153
134631713,168
63024872,87
50585373,16
72386023,20
94539711,56
89387462,3
56443537,69
50655581,113
141283200,4
100236875,26
65650026,77
99484484,49
52205139,173
50579794,187
55210532,157
50581506,57
50583642,62
125562664,10
52109345,73
60144505,19
57867523,34
58933713,55
42686264,101
57345238,2
42664349,41
45139931,98
128756975,23
50516297,37
78210424,30
40819247,405
96603824,96
40291252,205
40292847,78
110573316,26
45407292,172
77244468,6
109676094,20
110198708,70
100743705,6
73396139,22
72809369,11
74538873,98
72745542,24
77223616,20
79891629,34
109981479,15
73645787,318
77732843,298
101852104,4
136074883,181
73694780,30
74632853,20
74506419,40
78063923,84
72684088,151
99060345,102
73733817,167
76689018,1
72705339,533
73568181,1
72695022,151
153762458,1
78366801,40
78047135,53
72696635,137
74946072,46
117548103,33
161303750,8
110763628,35
92169517,3
98541971,43
156495460,2
72810842,55
154125270,9
119587192,11
95810037,1
73321926,62
72821361,82
80003632,4
73476083,29
72746688,236
74004286,25
72734313,123
137249197,2
73676785,55
99426881,2
74646221,21
108659004,2
72740325,25
135268447,3
73707712,47
80228213,26
92390196,2
75729341,2
79717581,22
106023826,9
77739785,40
73462051,37
72705851,185
110101321,66
77637074,89
147858342,7
99978070,23
92439556,77
127939052,6
74849337,106
89347097,10
73883482,87
73831691,127
74750622,1
109743126,44
79005074,12
77575265,310
100071465,4
77569632,48
77259838,63
109287519,4
95195314,19
103037524,106
72761753,96
110158637,54
78274210,152
74922759,41
73334511,146
83875014,5
154749400,7
78538181,18
76921697,172
73486291,21
77429421,47
99772835,9
80959430,2
77160867,40
74141830,22
95935728,11
76974379,118
74808348,38
72731725,158
73453630,28
74113131,6
74478092,141
100482433,234
102980684,100
72716612,118
73665103,121
73274993,508
108300397,2
89080341,62
40013882,54
39959859,141
39935486,72
159564613,10
44400306,34
47946065,48
47529486,21
44644102,13
43634822,161
44190483,52
43255362,80
44342209,50
49852968,89
45336166,29
43724601,9
44721314,72
45839287,70
72443708,188
72593517,109
72622232,72
113873485,33
72332322,40
72238380,7
72321641,63
75185041,19
72540819,17
72457187,10
74053937,80
72251412,1
79068742,47
72245833,46
87694333,23
72556458,12
92283970,147
79264505,68
43427030,60
57786769,28
41307793,267
107829836,10
115222381,30
114946932,6
62439815,136
118405060,479
119806516,29
114882699,103
49783135,17
49722608,18
113060690,36
161940946,16
49326163,88
51169170,31
88515268,68
125502473,7
64289515,34
70700485,36
73779511,35
72886731,50
50265539,17
50303423,43
44379221,30
44348100,22
44338434,76
110664583,9
114767641,103
44478275,22
44344105,202
44662424,110
121608142,97
120372357,1
45287718,11
102422544,13
67508643,3
45317275,27
45319157,18
48304183,1
44674829,6
88330016,82
107644240,4
45023038,40
50641312,9
125026111,5
44783306,11
75718589,1
44705817,5
44615762,379
102455582,1
71789358,13
44668815,74
44921871,19
99448145,60
44610279,452
44608191,95
44846663,176
44807514,269
44638056,23
64773530,42
45796151,313
44657627,5
44707722,167
44675865,5
44637812,58
76048600,7
44690744,3
92021558,7
156162501,6
44706494,39
78091975,2
118366679,32
125725604,5
137162259,64
94005779,100
71471713,171
61159728,14
155560643,7
45310138,333
49806330,93
45310942,41
137560069,41
70796029,42
61696164,3
62944039,36
59930726,2
66081897,31
121602301,6
144455211,15
63077740,146
155463491,170
106727347,60
60881541,33
78020485,48
137703009,135
122116130,21
59068201,7
134670795,22
91400267,209
91848860,102
66844176,8
101016555,21
133624692,11
49113574,20
133241879,92
64911587,133
107248809,36
62128853,48
137702229,21
62431672,99
132798300,32
139888628,127
132573600,14
155619001,72
87266427,77
88350743,17
45312180,277
133178248,55
62855922,53
102601528,40
62155516,44
65218596,35
58741609,6
66547199,15
45314463,69
82433612,20
66018511,29
147805446,58
83603783,57
132004601,270
115607648,1
47753866,28
120407380,17
137708082,26
108988774,4
82668199,9
62490184,1
131687913,214
81839818,35
67404974,104
65170720,16
95628364,9
50424190,116
133487160,22
71585952,47
64717581,101
132691613,14
128180128,19
66078094,38
49328952,15
132399948,10
137708342,77
50667535,39
62412149,11
91404697,88
91455758,66
64517350,77
45401751,71
133219735,44
91947401,9
91851440,27
62128573,72
103057091,61
133122996,22
122600117,60
65969979,33
135735939,38
133617265,64
94489685,124
117948796,20
91971475,76
44572332,59
40817463,75
42959564,32
107957017,75
91502903,31
91514234,66
40862823,169
77696566,214
41507331,103
41011619,34
49701748,8
78874038,35
54895973,115
55037359,16
47516365,64
47534140,3
85845113,6
58571452,98
44957364,114
44959490,71
83045601,34
55405345,186
65870262,25
44936301,34
44941411,105
55012905,56
71684822,4
44938746,61
91627583,16
48484216,118
89456114,15
47027183,79
104478873,17
135939072,27
45212013,37
54751181,14
54363564,32
44979416,228
44938952,8
109932741,10
50240774,4
44971530,110
118375857,6
91991929,146
44985573,107
47784964,42
44985396,76
102347936,226
41993494,31
42115205,60
68390610,65
89332158,21
75129155,76
61070998,143
68060933,181
137842798,69
157929384,37
68368086,57
50579550,23
104777492,74
50597949,349
61818021,51
84127112,11
63070395,140
72573417,72
68679223,43
71241946,36
50573839,146
86979386,114
78874730,1
62335272,148
50563496,25
68724155,30
69262676,20
68279757,34
50734915,342
54104617,29
50587632,144
109928446,48
54904420,17
50568061,9
148483100,59
54877593,150
74912143,41
98670949,47
68330753,91
63954150,183
68504632,63
68831068,31
68581183,29
68247426,88
71216119,39
147164592,8
51025599,194
85009320,27
50560349,190
50619280,108
55695504,45
117421802,84
114803800,40
114603706,26
114579182,25
116795879,23
116861992,58
139913877,41
114710073,137
114721010,58
123466814,15
55005265,1
42110996,68
42205066,9
41804136,5
42206212,20
43954501,6
42470512,1
48642815,1
42203998,36
48290261,2
42203851,5
42204814,37
41777230,59
42205125,14
50360797,11
114488567,117
47316439,40
98512890,56
45500190,76
45289135,26
54110282,127
51624025,10
50357902,5
51529685,59
50473750,152
50830113,3
50392513,1
54149829,19
66901674,28
50374526,39
107285301,96
63628476,49
59807110,112
74537228,179
62992491,6
139526230,276
87749494,50
57551038,22
71856647,33
83949147,1
107745418,13
64351184,79
59264839,303
157301923,4
68842137,30
92466423,43
57360126,8
115473526,88
110860486,96
90587576,95
142662353,56
91698659,2
59858501,92
75412083,6
84999603,182
59553713,13
97613877,126
142134619,58
79713919,302
85939678,57
115974843,34
82651769,11
86057696,43
50467617,25
96778646,106
147841747,195
69013300,20
103322028,101
53606384,302
83370704,206
50242261,79
88947283,177
88099945,243
96692402,27
140024474,22
66873686,60
121749648,35
94688646,65
74437668,7
81717417,100
73829840,105
76386036,45
61948982,168
50215348,184
87641108,97
82449066,33
103285443,169
83623904,40
90013164,45
97307525,18
153117289,45
79646494,141
79776220,148
146437890,39
138621085,18
76270630,134
86247508,124
149659684,36
79709595,75
58351719,369
86655763,125
113814711,74
79781085,44
50324185,177
159361113,11
83409768,20
57196505,126
77571220,122
156118346,113
74085342,174
119813175,33
153894332,24
122895231,10
79637162,27
88545466,31
52705899,136
141305507,31
83322238,34
150036746,67
113811572,19
115099593,6
103379090,47
134687417,1
45368930,21
149520600,7
45268810,29
45260402,100
45192647,139
77117470,18
45261093,114
120372139,10
45226124,24
45272504,210
55154960,116
141088227,23
55036982,296
45258045,152
45266894,46
54665736,12
120238619,150
45330822,230
59314923,127
55083399,8
58484707,18
90458347,21
45193962,157
55179887,79
54693136,108
45327958,28
45203797,273
59125144,3
57190492,313
83765502,195
54999158,21
57960473,14
89275781,89
119486748,34
45232329,134
59595475,68
54792812,34
45350621,53
77593901,2
54690941,73
95213243,2
54555602,260
54837609,100
45818463,224
49630441,239
58479995,23
114657707,103
45211298,240
45272849,29
45212819,92
55215917,30
45272975,208
45247302,182
49646768,27
54848148,44
152754996,22
54077257,255
54711299,4
45329738,250
54815054,11
54337039,83
45195269,57
49885945,26
45271105,24
54600644,101
54790089,265
56525568,112
45268033,35
45203818,118
45278644,49
79032807,67
45198130,368
47180537,39
54139086,212
64748098,8
45236003,220
54654399,23
54248225,27
45382538,22
60421912,340
78811661,53
45376841,109
63242632,43
54792200,22
45318873,163
45218389,146
49042301,34
43177996,161
43279451,44
43156388,3
72840333,10
44223273,10
141750304,9
85680549,13
43229995,147
44345545,27
124268803,3
43748004,89
43748094,157
134697317,26
129279069,71
89663924,31
78999574,14
109277077,54
108911870,5
43519195,20
44175218,569
43685311,233
68268620,11
61065867,22
43575165,27
61343297,25
51974937,5
54507196,77
43770100,227
48343455,33
43563748,38
48941521,215
77537290,8
64769729,60
64665923,256
45233772,57
78106304,10
45258306,9
115745846,170
42041205,5
42378532,9
46270884,59
157652815,4
44316894,71
44318538,69
44318647,89
44510172,155
48745183,437
55536035,46
44319381,92
98179920,22
44375937,9
44334694,48
44317759,35
51261503,43
44298274,27
44298509,25
137295823,5
44445201,44
49487916,14
45788413,11
47937739,136
44307353,83
44391799,54
113295305,2
44311430,196
100720537,1
115218929,28
48815698,300
44318610,52
44302153,89
44313388,158
44300291,49
48133065,149
50203827,1
48201048,161
48055173,2
51412805,103
44322686,75
42004599,10
44016106,10
51457049,23
54439313,5
43654021,252
44375552,3
41747926,36
41565475,29
42668487,208
41466820,58
41503340,102
41531972,75
41495648,18
41527041,179
48746665,101
49411135,24
41500501,99
94505904,67
48802600,121
155355065,4
42210743,127
43587480,87
43587506,85
134929663,5
137042672,20
42134078,46
41606675,23
95033745,103
71603170,25
41688557,55
41768953,43
41629672,80
41893863,40
43527849,20
100614847,16
112540172,32
100883606,3
100757582,27
102466810,64
100582344,72
101375720,26
101483428,243
100576681,75
140210448,2
100646974,63
133909228,4
100604519,160
143682567,125
101222260,70
100862520,27
101209711,59
101231827,122
100669210,458
140355753,23
100568545,342
100639173,53
100587164,100
100580616,38
124680032,42
101143079,79
108468554,13
100659327,176
100585594,62
103232968,21
137979781,103
100631932,97
142086338,81
100779517,64
100933508,107
113645599,92
107269785,29
100767461,12
100579138,37
100619413,243
102223668,80
131315036,78
133137997,128
113230078,22
107334446,1
107354762,38
119828622,55
102585885,48
106715653,48
106325554,22
102882263,28
123210409,40
101604734,51
106931665,30
131184270,73
121123347,168
144809350,59
100577422,116
162431686,38
133429097,54
144541202,36
100702471,56
100630208,115
100581327,50
125027923,17
106315129,35
100844093,26
100646723,151
150151332,62
101302610,95
100857936,315
102349080,59
150097076,97
102808806,11
141156555,33
100743934,209
44655040,15
41972965,67
41703364,16
41856422,71
54024476,207
54027669,161
54037086,210
55192664,299
43504408,248
43634567,311
43110736,69
43221972,269
128799577,566
45532831,80
50066510,30
61841140,79
50125537,72
66541390,166
66842436,78
49985873,75
89343915,23
70864992,52
66966415,61
54129702,25
88990253,24
84085220,23
54918315,117
50027763,151
131345708,304
143838746,11
149815710,31
141610658,45
44896877,73
97449346,41
42468550,333
42125179,8
55080959,151
54910016,60
81630070,261
112095103,18
41714136,290
55252692,91
44748450,106
42299850,165
41869410,18
41804700,60
112618713,17
42180756,6
123306729,11
41804678,140
91749717,4
41804605,10
41804701,36
41804447,29
47931765,85
45490918,15
41957177,104
49388181,5
150307816,19
147584999,16
112479886,159
149553171,48
86991865,17
125140370,159
127832758,10
103300987,106
106268563,19
134992070,97
55062011,52
61378593,127
141648695,63
153686121,210
124051384,1
152529260,66
128728973,22
119502880,72
140548866,69
89059953,17
81965656,164
106772257,24
143380672,75
142613047,10
127987688,24
143217760,58
135225439,295
102859939,18
69584339,113
114663039,67
121222638,50
106215562,27
151414457,59
118831512,29
124766683,55
109078460,52
113232578,160
140217726,32
118504465,44
153524436,150
127473438,176
144644597,220
146199593,71
54808541,62
107474209,35
124973789,58
143077104,54
143056565,24
85279277,39
118406816,70
149339006,71
149646273,13
150576576,30
126145754,12
113879528,4
156081054,30
151792022,23
107249910,33
90472099,138
143137985,149
69416596,45
55205862,28
121651424,46
160181603,28
82151672,30
142529206,12
150770471,20
84430932,312
102553769,11
90278531,279
55261677,1
159501608,28
108502497,70
143774039,175
127109803,4
154253697,21
125272106,164
142648881,10
54849549,52
127940421,10
94413349,89
139223706,6
57074812,27
152448740,41
140528126,166
142075615,242
125825496,13
92920228,75
126722454,109
142201633,90
148290668,1
162590293,98
55796777,161
135584053,89
152937293,512
111832650,94
126213067,1
67196631,193
53848117,13
50539508,2
50525852,68
50604775,43
42477837,55
67171096,42
44155350,15
54006050,11
54361810,46
155520988,17
51327098,24
44386954,233
148770145,575
89011316,32
48636505,23
42471695,258
110947243,63
135079723,49
161447252,147
133910737,7
68689857,73
54684581,25
158936139,2
92909830,32
123308375,10
77734211,22
123294751,14
143201378,8
48878219,22
71533120,68
48950758,8
111927307,4
51162505,15
77459571,1
55895542,136
105798007,1
77778901,18
118408870,8
97267317,1
55489574,1
53976868,36
83961114,137
71836918,49
77574029,49
75462001,8
62647377,1
77297872,21
91507287,19
50799800,149
70642059,12
71696771,8
84531309,2
83850569,46
47844563,42
53828651,4
51175599,3
75509959,10
50387522,42
48695223,207
52206471,17
57669684,10
64795952,42
55677819,100
112743552,64
51177786,6
83533991,57
54043351,50
51331984,5
149541625,9
104955186,22
51288842,90
50722856,18
69706813,17
69815430,1
130137373,8
107348509,13
54268250,30
160695731,17
77642724,127
69600975,13
49525483,13
72390943,6
67200764,46
57736776,3
54135794,24
96068180,6
52539330,32
89327585,82
49513090,134
51498249,77
52094910,13
88743072,3
71353224,189
57973539,61
67626956,54
56788201,29
55344828,30
107601651,137
50628505,67
48923111,91
152622287,11
85036847,13
47616033,79
51455141,34
118000731,14
50742602,111
131951904,10
50692341,72
49388145,3
48859529,54
67972038,26
56671039,10
156081436,20
51180137,5
140272600,171
130757554,26
50947230,9
94329364,71
106558869,49
69825914,17
50663211,151
124403305,360
132677274,7
49471612,5
143895862,48
69390453,21
68571789,2
101647506,8
77625739,1
67698295,10
54861991,55
51383991,7
102464856,3
54363767,279
44903379,32
53647109,10
51471825,117
67145773,1
50430334,86
54678276,72
69440470,44
51281061,51
135451531,66
54583550,46
62154470,24
51333053,9
50688235,84
45634636,305
49346101,129
102588520,1
64284932,16
93957067,14
50159028,33
67663819,2
78912183,6
48689675,39
53961197,56
141669791,50
47598051,63
54478444,62
127466405,12
51273516,14
67895648,421
54567686,17
50693458,14
50519580,26
48482827,9
51059917,6
51146570,4
105163111,21
60565341,3
52195742,36
86635039,6
60413082,151
89231137,70
51005267,61
53615118,3
151078123,1
134634720,449
71460232,19
98581981,97
126808113,23
54073845,8
67735567,7
124547025,5
116160901,73
50689669,16
97720744,1
115539310,25
93539713,6
54984728,11
51496216,188
71360400,1
58517499,17
51293068,22
49610515,44
73240999,23
127646329,6
55467058,15
144530291,23
51328665,34
54933595,265
54912930,153
54598772,5
47852085,9
54200180,24
49537887,2
48274910,136
91802764,88
50678435,15
45145553,24
50662930,6
126216160,17
53464233,63
151166449,2
55761614,61
65178099,34
49526253,29
54602320,20
49391819,28
50755882,21
131944783,26
54890717,17
110748482,51
50727357,113
70357674,67
86594507,113
107542926,9
49240764,164
134936654,45
122460391,6
67150283,3
49438196,31
119293583,2
47966037,34
43035844,39
44697177,17
43282576,66
47782136,39
91769454,9
44706759,17
52002483,30
123906961,7
47438112,89
54499723,57
122118755,11
74587456,349
43137009,52
115591927,57
50664059,23
117726475,174
42543929,61
43416600,66
43309193,281
96988134,89
68026971,16
43507209,66
43262824,6
94287018,51
43261643,40
43253857,74
43305267,166
148771205,25
43523918,283
76848522,220
43330728,37
43551348,50
55033527,283
48729879,64
43627651,32
143151493,3
48200094,59
76086814,252
45581958,378
45343031,597
45216342,417
48811292,127
45295284,145
45852831,34
55220076,16
123526375,59
116840122,1
109983145,49
112943165,40
113352498,12
162504330,190
109932283,266
112942815,61
59968719,21
43235610,39
73709450,19
45656296,84
119759011,140
92961547,97
44686682,58
78204262,96
93405296,248
71193591,207
69661734,93
69591283,129
115617234,150
71342481,105
69635077,115
69598973,163
69621684,28
69597196,44
73936880,58
69595587,127
44052287,46
43029112,65
69782466,4
42848715,14
68855934,10
68765502,225
157066873,84
68751940,102
68898218,109
88227313,255
68778615,111
70794054,1
68753829,203
68762421,362
68759514,112
68745899,58
68765202,35
155348082,56
94351633,11
120202698,4
109070218,26
66087004,85
87967612,36
132766198,542
150084360,4
68112472,61
84274384,11
122603634,156
106025049,13
91994717,16
72756524,80
65460004,4
115188625,4
107020029,2
91591509,14
73713864,13
94081960,21
91942742,32
65980490,27
86989155,3
65181431,15
106736709,4
86004809,6
46614172,25
45237980,27
55307514,144
45573678,87
68639277,9
55607118,26
55650507,15
156162418,9
55736692,73
55832998,59
55698532,242
58810698,46
55636497,24
55608629,12
93033935,49
137705668,1
55700695,254
115189507,4
161479648,15
55617250,83
55636525,62
75047338,7
161223231,10
55757621,50
55632614,114
154671903,1
149403279,26
55634250,28
107568581,2
55689163,158
55608642,78
107062589,19
116500936,8
77657203,3
141472674,42
88943605,15
141408037,11
145486842,38
141485964,1
129398862,49
69711187,207
71599986,59
69599433,151
82517857,75
79991845,30
69556158,20
69598789,38
84336917,53
69612874,48
50462581,2
45284889,9
45217366,161
44974371,57
93206340,62
45552056,16
50100504,1
104856609,2
54033881,1
102227055,43
85148802,45
92398430,32
55820052,6
55679209,19
45161654,79
128029189,13
91091797,22
45124949,42
90506940,63
94140025,14
90820567,163
90732712,72
90376430,13
55329870,69
108597675,5
45259240,9
47887491,94
101148286,38
54082782,27
100080034,44
44098488,18
44424321,320
42757048,16
143766327,13
120735513,37
42753864,55
54186911,48
77880773,240
44751313,270
159350243,15
52691558,88
44522155,169
50087373,43
85673876,529
45508316,125
45613173,140
55883102,7
49763897,55
93073720,1
45334837,105
61870393,317
45567056,15
73533761,81
49421404,35
48963048,57
48974327,6
52732143,53
49551626,208
51018693,170
60502607,105
107552498,8
108477252,3
56541113,131
110016163,47
148740727,62
70559871,85
55609879,139
55689713,25
112347315,74
55916268,20
120324745,2
55636116,194
143492827,29
55649688,184
62206342,60
157008857,1
110320826,56
56438863,19
139288474,272
110460555,21
114013093,7
136689353,179
118070491,15
55551765,260
55562733,40
122916587,5
106249828,106
112515613,19
55558191,35
95708116,454
110384763,122
113858191,51
57980595,31
110855066,25
113605506,2
115757570,49
107978385,13
66628850,1
143252475,12
123513447,32
55634702,122
106492957,29
89756493,10
108366793,31
107969206,113
87719990,1
58007308,29
114146077,29
55712145,111
111469236,76
108029677,13
152922566,93
57309822,1
111120251,90
69625694,23
117539365,26
65676503,56
78169411,37
111244747,374
56391344,45
55570766,23
107141558,40
117576935,28
108675104,20
111553174,69
73897497,92
101270610,170
56228122,23
109806948,18
120406012,48
122108818,81
55723540,63
114108452,2
139296067,132
59994404,1
55568956,69
114371677,9
110390682,1
120159492,118
113300931,84
122023211,72
109707278,254
109805143,178
63700071,69
55644586,85
109848784,1
55867683,85
101523300,10
154995954,51
58538889,131
120030651,46
60186458,9
108067846,17
55919021,6
61359995,105
68707566,3
55549037,68
109805390,4
56606730,164
153885802,56
44315609,50
43261150,108
64209680,24
160392013,58
62583522,110
49781732,388
137115044,25
61481143,453
54430586,114
68030391,93
54043404,274
61046684,18
53685364,31
70360234,36
55157916,74
116838249,181
55037915,57
152983780,33
157192653,47
109989517,28
153441400,90
54431198,112
49018055,112
159209244,495
42891915,94
153183775,29
125829609,9
42879067,236
109844914,51
73002392,97
103351845,1
140425090,14
92789599,6
113310198,12
67844245,11
67722770,42
70735572,19
93978056,16
70696880,2
81007325,5
71299348,40
132781569,90
43884861,77
47850995,118
45221723,166
111243694,86
61549422,3
64214130,39
51345814,73
44892933,92
92847550,95
48396437,16
44895006,316
45569990,121
72727896,45
91669611,18
50154756,63
51057053,75
69822159,32
69823911,119
44427863,151
44296193,39
50957374,148
150769769,149
51262984,65
50995698,180
51157932,252
110552633,40
129211194,41
51113883,184
51062989,84
95206408,15
50995945,79
79725335,12
43769673,37
47777457,2
60345120,152
60991169,103
43624223,60
43705319,26
136353703,3
74892576,220
68854159,87
47279863,14
161801248,11
43599349,358
80748339,14
138144027,48
112117875,93
123143159,75
73097617,23
55751553,71
44873489,27
43467792,35
110631756,4
146513369,25
124326724,4
51055211,26
48492145,137
43437983,15
54117004,23
43612439,40
43952939,118
147831177,186
112588027,24
51509215,60
59441776,121
43647462,28
45790583,28
43532306,114
80820345,2
43287382,31
53000187,5
42764722,53
65379273,29
97025704,16
42839276,10
69876304,3
43812510,20
64011276,15
51171680,15
80510120,17
63397901,20
69091922,39
80194923,2
61773404,12
42848101,7
53071833,61
159742526,45
159557020,8
60733401,15
67408465,2
42815520,75
55490736,9
47182490,18
90635152,2
44558205,152
44121697,3
48231356,1
43566290,90
159505293,9
47972498,38
58521193,164
85602136,22
42815843,123
43920072,53
42816737,19
43400438,16
42905712,58
88462999,8
42879124,1
110520453,99
44242983,3
47598891,21
62157930,1
60385948,1
44254330,48
43105855,37
42786221,134
43353648,16
43512783,15
42789979,39
43060267,35
112028521,40
45062750,21
44541878,1
44998502,124
42989229,10
43410205,5
44704753,31
76101982,16
44170002,88
42865075,13
45467022,9
83675383,111
44347131,31
82648188,85
53128938,6
43549554,3
52748849,19
44777265,37
97017711,2
42767620,4
43206095,8
61468795,15
43569014,1
42976018,6
43235550,1
43511779,38
45046869,32
42864613,34
43017831,1
44159709,31
54859222,59
43696174,5
82312093,14
51616425,1
69796599,5
42792659,25
158762836,14
44662072,124
45073789,2
97662126,14
90809353,2
64874388,1
97041424,3
42780727,18
85180443,6
43526142,18
44745733,1
42793464,77
43511054,17
80138808,8
58805137,21
129994264,39
99246186,76
43813243,6
64319340,2
43231843,107
88540212,169
42880009,1
89884833,2
64922831,5
43385492,32
157602253,29
43513763,18
44536894,25
62331443,2
143185325,4
42773330,4
83987579,67
43905961,24
55045623,2
42789914,17
42819808,7
43138292,6
43465098,30
43555691,16
48680438,21
43100997,30
44417746,47
42818090,17
42885347,11
48406833,8
42901191,20
75910124,10
43787757,38
43739417,13
43733579,28
159103340,14
43203050,15
44265898,6
54916956,11
86754434,22
43562521,29
43228627,78
42836426,6
47390716,43
43272612,44
96043320,1
42802158,19
43059989,95
42801505,199
94324019,4
43904947,17
159349086,6
68474469,7
42802405,9
43345919,8
43763130,38
45019708,16
135828326,1
42786651,16
44289634,6
43153101,14
42894944,84
56189709,6
45931286,1
59997173,1
58818754,2
51288384,63
43071282,14
43347820,12
43870881,56
113715932,64
90535808,19
52966779,49
61394825,3
43077533,139
43563553,29
44318168,10
61596805,5
42801809,16
51486301,31
52648005,7
67470975,9
43586391,28
43679352,39
43533853,98
46550696,2
42762833,15
64569601,1
72784946,5
55550475,60
61217012,1
138340187,12
43076338,14
43092491,36
43650212,32
42839360,41
45217007,2
67091888,4
64377061,1
48670697,19
42816650,44
43530016,57
44692127,31
81693120,46
64433758,3
42870637,28
44276634,32
44082270,20
43846332,72
45798452,8
44663770,5
70980397,3
42789416,13
43954263,49
43622330,60
123437841,19
43959499,27
45197844,120
42868107,66
42768411,32
42862784,35
44436693,2
43490528,32
52543503,16
42976244,17
59862557,1
43085814,29
44274385,3
43389552,50
42863834,155
89280664,22
43537374,1
42785117,84
62526195,66
44985596,33
42766797,17
43885957,19
44220548,3
42838389,79
77580150,3
56992812,9
43268133,29
55528265,144
44704777,18
114320546,24
115567359,3
159203426,15
42787111,109
51376139,17
66876179,2
42767016,13
42873829,36
45381029,6
59077383,1
93516662,5
51393435,26
81747714,12
43448958,1
43247606,108
71155354,14
99537479,6
91314791,1
42886941,3
96301206,5
43426628,20
45283292,13
47484006,81
43035509,1
43807973,3
45265332,38
90734838,36
80286824,1
53951643,46
81682576,2
43032328,4
42969324,13
95273658,1
54583884,13
43533636,128
70606100,12
63113449,84
43065997,21
42926316,21
53902061,65
51300294,276
68747962,1
132433528,7
87293973,3
42834008,67
53049801,18
67849685,2
89957039,1
42761339,10
51247458,22
43607670,18
61189376,11
97072338,8
53933014,10
43596212,45
43144231,98
43490523,153
81489326,64
42802578,30
80502243,1
43399936,34
44776544,71
42761464,17
42788959,7
42789277,10
48102407,20
44681189,43
42888981,47
43513734,34
43534637,5
72208828,4
84700446,51
43247380,55
44753071,87
44176406,108
43516226,34
43134440,10
68243441,1
42797055,33
42832219,59
43390493,197
42993565,45
42783797,25
43443581,26
43309371,99
42797855,12
43748308,32
42847757,36
44844076,40
44320589,36
42783788,25
49473706,4
52708314,21
42920542,31
42815431,95
64130132,65
67848923,7
49106267,28
44015918,13
93150584,174
43865638,15
83209837,13
76809345,1
54440021,100
43013842,24
43960010,47
43709539,27
43514601,38
148676457,1
55585348,3
69581817,8
44694414,8
42791573,79
55434636,65
44000462,1
42803868,16
42811672,79
91313633,11
42910886,19
43591539,70
139509106,95
77122447,42
44791006,26
42831813,14
43510465,83
130873214,7
43879075,25
54898902,17
43149540,67
44745704,2
42884943,7
74726061,11
64750392,60
79958071,7
43020287,58
44246563,69
43962695,30
158253597,17
48832182,27
45252482,26
54670979,95
44138430,1
78801790,1
43169346,13
44249705,38
42762779,26
42802759,26
43653545,12
51168824,78
145656587,26
74533391,9
78825605,33
90755732,52
42774359,44
42881072,24
42834033,59
45888278,63
43368877,17
53123103,14
44815391,49
108960171,32
43938148,106
43765677,89
51849322,20
42937585,15
42778632,91
42757829,84
91057007,6
68326670,4
43301504,18
43612120,64
44174785,37
55439381,167
131123717,5
42809117,66
42774380,31
44796992,3
42762971,32
76854772,60
44718609,12
59905773,1
43053260,57
44937622,23
51056622,48
159638051,34
71045287,7
85145646,23
55604773,2
42786274,5
47597456,9
77408776,4
42797669,9
64351898,7
136773055,8
78149523,33
42778678,23
42844085,82
43233306,14
59699490,8
89594359,17
54513991,15
43408020,38
43138140,32
158073847,12
43582962,86
64836010,1
42867717,41
43261429,118
42775585,66
